page,block_id,raw_label,content_preview,bbox,role,role_confidence,evidence,seed_role,seed_confidence,zone,style_family,marker_type,render_default,index_default
10,6,text,Bone homeostasis and quality depend on a well-adjusted balance between osteoblasts and osteoclasts. Osteoclast differentiation critically depends on the production of RANKL (encoded by Tnfsf11) by ost,"[605.0, 418.0, 1128.0, 1406.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,7,text,"Besides fatty acids, glucose is another major nutrient for osteoclasts. GLUT1-mediated glucose uptake increases during osteoclast differentiation and is associated not only with enhanced OXPHOS but al","[604.0, 1407.0, 1128.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,8,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 557.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
10,9,number,408,"[1088.0, 1524.0, 1125.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
11,0,header,Review article,"[77.0, 80.0, 308.0, 115.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
11,1,image,,"[82.0, 228.0, 1111.0, 848.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,body_like,empty,True,True
11,2,figure_title,"Fig. 5 | Metabolic regulation of osteoclast differentiation and activity. a, M-CSF and RANKL induce the differentiation of osteoclast progenitors to mature active osteoclasts by regulating the metabol","[74.0, 868.0, 541.0, 970.0]",figure_caption,0.92,"[""figure_title label: Fig. 5 | Metabolic regulation of osteoclast differentiation ""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
11,3,vision_footnote,"palmitoyltransferase 2; DNMT, DNA methyltransferase; FAO, fatty acid oxidation; GLUT1, glucose transporter 1; M-CSF, macrophage colony-stimulating factor; Me, methyl; OXPHOS, oxidative phosphorylation","[607.0, 867.0, 1123.0, 971.0]",footnote,0.7,"[""vision_footnote label: palmitoyltransferase 2; DNMT, DNA methyltransferase; FAO, fa""]",footnote,0.7,body_zone,body_like,none,True,True
11,4,text,"for ATP synthesis $ ^{110,111} $. Glut1 deletion impairs glycolysis more than it impairs OXPHOS, and it also decreases in vitro osteoclastogenesis (Fig. 5b). Interestingly, Glut1 deletion in Lyz2-expr","[73.0, 1040.0, 593.0, 1342.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
11,5,text,"Amino acid metabolism also contributes to osteoclastogenesis, although, for some amino acids, the exact metabolic mechanism is not fully understood. Preosteoclasts take up glutamine via SLC1A5, which ","[74.0, 1342.0, 594.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
11,6,text,"outcome differs depending on whether the transporter or metabolic
enzyme is inactivated114–116. The SLC7A5 transporter mediates uptake
of large neutral amino acids, including the essential amino acids","[605.0, 1040.0, 1128.0, 1494.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
11,7,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
11,8,number,409,"[1088.0, 1524.0, 1124.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
12,0,header,Review article,"[77.0, 81.0, 307.0, 117.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
12,1,text,line with the observation that Tie2-Cre-mediated deletion of Arg1 does not affect osteoclast properties at baseline $ ^{117} $. Whether Arg1-conditional knockout mice are more susceptible to inflammat,"[74.0, 222.0, 593.0, 356.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
12,2,paragraph_title,Metabolic disturbance during bone pathology,"[74.0, 371.0, 548.0, 397.0]",subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Metabolic disturbance during bone pathology""]",subsection_heading,0.6,body_zone,heading_like,none,True,True
12,3,text,"Most studies investigating skeletal cell metabolism have been performed during bone development, but more recent evidence suggests that alterations in specific metabolic pathways underly skeletal path","[73.0, 397.0, 593.0, 484.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
12,4,paragraph_title,Metabolic dysfunction in osteoarthritic chondrocytes is associated with disease progression,"[73.0, 502.0, 542.0, 547.0]",section_heading,0.6,"[""unnumbered paragraph_title, inferred level section_heading: Metabolic dysfunction in osteoarthritic chondrocytes is asso""]",section_heading,0.6,body_zone,body_like,none,True,True
12,5,text,"Osteoarthritis is a complex, multifactorial disease that is characterized by the progressive deterioration of the articular cartilage and structural changes to the entire joint, leading to severe disa","[73.0, 546.0, 594.0, 851.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
12,6,paragraph_title,Box 1 Osteoarthritis: a largely unmet clinical problem,"[87.0, 891.0, 554.0, 1021.0]",structured_insert,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Box 1 Osteoarthritis: a largely unmet clinical problem""]",subsection_heading,0.6,body_zone,heading_like,none,False,False
12,7,footer,,"[87.0, 939.0, 554.0, 1021.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,empty,False,False
12,8,text,"Osteoarthritis is the most common degenerative joint disease, and occurs with increasing prevalence due to our ageing population. It represents a major public health burden, as current therapies are l","[84.0, 1039.0, 572.0, 1475.0]",noise,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,False,False
12,9,text,"In addition to the mitochondrial defects, glycolysis is enhanced in
osteoarthritic chondrocytes, probably reflecting their hypoxic micro-
environment, but perhaps also as a metabolic compensation for ","[605.0, 223.0, 1127.0, 612.0]",noise,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,False,False
12,10,text,"Osteoarthritic chondrocytes also display changes in lipid metabolism, as evidenced by increased cholesterol uptake, increased expression of cholesterol hydroxylases (CH25H and CYP7B1) and enhanced pro","[605.0, 612.0, 1127.0, 805.0]",noise,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,False,False
12,11,text,"Finally, amino acid-metabolizing pathways also appear to be altered in osteoarthritic chondrocytes $ ^{32} $, although in vivo data are still limited. ARG2, which converts the conditionally essential ","[605.0, 805.0, 1128.0, 1107.0]",noise,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,False,False
12,12,paragraph_title,Metabolic alterations in osteolineage cells during diabetic bone loss,"[607.0, 1124.0, 1116.0, 1169.0]",subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Metabolic alterations in osteolineage cells during diabetic ""]",subsection_heading,0.6,body_zone,heading_like,none,True,True
12,13,text,"There is increasing evidence that diabetes is associated with increased bone fracture risk, although the underlying cellular and molecular mechanisms are not well understood and are probably multiface","[606.0, 1170.0, 1128.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
12,14,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
12,15,number,410,"[1091.0, 1524.0, 1126.0, 1543.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
13,0,header,Review article,"[77.0, 80.0, 308.0, 115.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,short_fragment,False,False
13,1,text,"that bone marrow SSPCs from these diabetic mice display a reduction in glycolysis, which is associated with decreased expression of osteogenic genes $ ^{129} $. Glut1 deletion in Sp7-expressing osteol","[73.0, 223.0, 594.0, 570.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
13,2,paragraph_title,Are malignant cells in the bone environment metabolically adapted?,"[73.0, 587.0, 529.0, 631.0]",subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Are malignant cells in the bone environment metabolically ad""]",subsection_heading,0.6,body_zone,heading_like,none,True,True
13,3,text,"Metastatic cancer cells are considered to have a specific metabolic profile that is adapted to the local microenvironment of the tissue they home to $ ^{[131,132]} $, but whether tumour cells that for","[73.0, 634.0, 594.0, 1063.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
13,4,text,"The bone microenvironment also contributes to the progression of haematological malignancies by influencing their metabolic profile, often by unidirectional or bidirectional metabolite exchange $ ^{13","[73.0, 1064.0, 594.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
13,5,text,"Chronic lymphocytic leukaemia (CLL) cells also metabolically
interact with bone cells to produce GSH. In general, GSH synthesis
depends on the uptake of cystine, which is then converted to cysteine,
t","[604.0, 223.0, 1127.0, 399.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
13,6,paragraph_title,Conclusions,"[608.0, 415.0, 744.0, 438.0]",section_heading,0.9,"[""explicit scholarly heading: Conclusions""]",section_heading,0.9,body_zone,heading_like,canonical_section_name,True,True
13,7,text,"Over the past decade, substantial progress has been made in unravelling skeletal cell metabolism and its contribution to cell-specific behaviour. These findings highlight that nutrient availability ch","[605.0, 438.0, 1127.0, 697.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
13,8,text,"However, several questions remain to be answered. For example, are metabolic interactions between different skeletal cell types important? Is the metabolism of skeletal cells altered during bone patho","[605.0, 697.0, 1128.0, 1088.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
13,9,paragraph_title,Published online: 18 March 2024 References,"[608.0, 1106.0, 856.0, 1168.0]",frontmatter_noise,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Published online: 18 March 2024 References""]",subsection_heading,0.6,body_zone,support_like,none,False,False
13,10,footer,,"[609.0, 1150.0, 702.0, 1168.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,empty,False,False
13,11,reference_content,"1. Peck, W. A., Birge, S. J. Jr. & Fedak, S. A. Bone cells: biochemical and biological studies after enzymatic isolation. Science 146, 1476–1477 (1964).","[609.0, 1169.0, 1108.0, 1201.0]",reference_item,0.85,"[""reference content label: 1. Peck, W. A., Birge, S. J. Jr. & Fedak, S. A. Bone cells: ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,12,reference_content,"2. Otte, P. Basic cell metabolism of articular cartilage. Manometric studies. Z. Rheumatol. 50, 304–312 (1991).","[608.0, 1202.0, 1110.0, 1232.0]",reference_item,0.85,"[""reference content label: 2. Otte, P. Basic cell metabolism of articular cartilage. Ma""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,13,reference_content,"3. Borle, A. B., Nichols, N. & Nichols, G. Jr. Metabolic studies of bone in vitro. I. Normal bone. J. Biol. Chem. 235, 1206–1210 (1960).","[608.0, 1234.0, 1122.0, 1265.0]",reference_item,0.85,"[""reference content label: 3. Borle, A. B., Nichols, N. & Nichols, G. Jr. Metabolic stu""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,14,reference_content,"4. Stegen, S. & Carmeliet, G. The skeletal vascular system – breathing life into bone tissue. Bone 115, 50–58 (2018).","[609.0, 1266.0, 1116.0, 1296.0]",reference_item,0.85,"[""reference content label: 4. Stegen, S. & Carmeliet, G. The skeletal vascular system \u2013""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,15,reference_content,"5. Long, F. Building strong bones: molecular regulation of the osteoblast lineage. Nat. Rev. Mol. Cell Biol. 13, 27–38 (2011).","[608.0, 1298.0, 1115.0, 1328.0]",reference_item,0.85,"[""reference content label: 5. Long, F. Building strong bones: molecular regulation of t""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,16,reference_content,"6. Ikeda, K. & Takeshita, S. The role of osteoclast differentiation and function in skeletal homeostasis. J. Biochem. 159, 1–8 (2016).","[609.0, 1330.0, 1098.0, 1360.0]",reference_item,0.85,"[""reference content label: 6. Ikeda, K. & Takeshita, S. The role of osteoclast differen""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,17,reference_content,"7. Jacome-Galarza, C. E. et al. Developmental origin, functional maintenance and genetic rescue of osteoclasts. Nature 568, 541–545 (2019).","[608.0, 1362.0, 1113.0, 1392.0]",reference_item,0.85,"[""reference content label: 7. Jacome-Galarza, C. E. et al. Developmental origin, functi""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,18,reference_content,"8. Kurenkova, A. D., Medvedeva, E. V., Newton, P. T. & Chagin, A. S. Niches for skeletal stem cells of mesenchymal origin. Front. Cell Dev. Biol. 8, 592 (2020).","[609.0, 1393.0, 1115.0, 1425.0]",reference_item,0.85,"[""reference content label: 8. Kurenkova, A. D., Medvedeva, E. V., Newton, P. T. & Chagi""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,19,reference_content,"9. Roberts, S. J., van Gastel, N., Carmeliet, G. & Luyten, F. P. Uncovering the periosteum for skeletal regeneration: the stem cell that lies beneath. Bone 70, 10–18 (2015).","[608.0, 1426.0, 1115.0, 1456.0]",reference_item,0.85,"[""reference content label: 9. Roberts, S. J., van Gastel, N., Carmeliet, G. & Luyten, F""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,20,reference_content,"10. Ambrosi, T. H., Longaker, M. T. & Chan, C. K. F. A revised perspective of skeletal stem cell biology. Front. Cell Dev. Biol. 7, 189 (2019).","[609.0, 1458.0, 1118.0, 1488.0]",reference_item,0.85,"[""reference content label: 10. Ambrosi, T. H., Longaker, M. T. & Chan, C. K. F. A revis""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
13,21,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
13,22,number,411,"[1095.0, 1525.0, 1124.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,,unknown_like,short_fragment,False,False
14,0,paragraph_title,Review article,"[77.0, 81.0, 307.0, 117.0]",noise,0.8,"[""running header: review article""]",noise,0.8,,heading_like,short_fragment,False,False
14,1,reference_content,"11. Matsushita, Y., Ono, W. & Ono, N. Skeletal stem cells for bone development and repair: diversity matters. Curr. Osteoporos. Rep. 18, 189–198 (2020).","[76.0, 224.0, 575.0, 255.0]",reference_item,0.85,"[""reference content label: 11. Matsushita, Y., Ono, W. & Ono, N. Skeletal stem cells fo""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
14,2,reference_content,"12. Feng, H. et al. Skeletal stem cells: origins, definitions, and functions in bone development and disease. Life Med. 1, 276–293 (2022).","[76.0, 258.0, 519.0, 287.0]",reference_item,0.85,"[""reference content label: 12. Feng, H. et al. Skeletal stem cells: origins, definition""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
14,3,reference_content,"13. Robling, A. G. & Bonewald, L. F. The osteocyte: new insights. Annu. Rev. Physiol. 82, 485–506 (2020).","[76.0, 289.0, 558.0, 319.0]",reference_item,0.85,"[""reference content label: 13. Robling, A. G. & Bonewald, L. F. The osteocyte: new insi""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
14,4,reference_content,"14. Delgado-Calle, J. & Bellido, T. The osteocyte as a signaling cell. Physiol. Rev. 102, 379–410 (2022).","[76.0, 320.0, 591.0, 351.0]",reference_item,0.85,"[""reference content label: 14. Delgado-Calle, J. & Bellido, T. The osteocyte as a signa""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
14,5,reference_content,"15. Dobnig, H. & Turner, R. T. Evidence that intermittent treatment with parathyroid hormone increases bone formation in adult rats by activation of bone lining cells. Endocrinology 136, 3632–3638 (19","[77.0, 353.0, 586.0, 398.0]",reference_item,0.85,"[""reference content label: 15. Dobnig, H. & Turner, R. T. Evidence that intermittent tr""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
14,6,reference_content,"16. Long, F. & Ornitz, D. M. Development of the endochondral skeleton. Cold Spring Harb. Perspect. Biol. 5, a008334 (2013).","[77.0, 401.0, 573.0, 431.0]",reference_item,0.85,"[""reference content label: 16. Long, F. & Ornitz, D. M. Development of the endochondral""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
14,7,reference_content,"17. Hallett, S. A., Ono, W. & Ono, N. The hypertrophic chondrocyte: to be or not to be. Histol. Histopathol. 36, 1021–1036 (2021).","[77.0, 433.0, 586.0, 463.0]",reference_item,0.85,"[""reference content label: 17. Hallett, S. A., Ono, W. & Ono, N. The hypertrophic chond""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
