page,block_id,raw_label,content_preview,bbox,role,role_confidence,evidence,seed_role,seed_confidence,zone,style_family,marker_type,render_default,index_default
7,19,chart,,"[141.0, 941.0, 356.0, 1130.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
7,20,chart,,"[354.0, 939.0, 606.0, 1135.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
7,21,figure_title,h,"[595.0, 938.0, 612.0, 963.0]",figure_inner_text,0.9,"[""panel label / figure inner text: h""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
7,22,chart,,"[616.0, 935.0, 831.0, 1134.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
7,23,chart,,"[829.0, 938.0, 1039.0, 1133.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
7,24,figure_title,"Figure 4. BCH with wireless in situ ES promotes SCI animal functional recovery and neural regeneration. a) BBB scores of rats in each group, n = 6. b) Weights of bladders in different groups, n = 4. c","[96.0, 1147.0, 1096.0, 1302.0]",figure_caption,0.92,"[""figure_title label: Figure 4. BCH with wireless in situ ES promotes SCI animal f""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
7,25,text,analysis results are shown in Figure 4g. The LFB staining ratio of the total area significantly increased in the ES-treated group at week 8 post-injury compared to that in the BCH or SCI groups (P < 0,"[95.0, 1332.0, 587.0, 1444.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,unknown_like,none,True,True
7,26,text,"ES-treated groups. These results demonstrate that the BCH com-
bined with the intermediate ES dose could synergistically and ef-
fectively improve pathological function after SCI.","[606.0, 1332.0, 1097.0, 1398.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,body_like,none,True,True
7,27,text,"The myelin sheath, the membrane that surrounds the axon, can act as an insulator to prevent the transmission of electrical","[607.0, 1400.0, 1098.0, 1444.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,body_like,none,True,True
7,28,footer,"Adv. Mater. 2024, 36, 2310483","[99.0, 1487.0, 276.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
7,29,number,2310483 (7 of 10),"[530.0, 1484.0, 664.0, 1507.0]",noise,0.9,"[""page number label""]",noise,0.9,reference_zone,reference_like,reference_numeric_dot,False,False
7,30,footer,© 2024 Wiley-VCH GmbH,"[937.0, 1487.0, 1096.0, 1506.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
7,31,aside_text,"15214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Conditio","[1155.0, 30.0, 1171.0, 1534.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,,unknown_like,none,False,False
8,0,header,"ADVANCED
SCIENCE NEWS
www.advancedsciencenews.com","[92.0, 45.0, 339.0, 116.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
8,1,header_image,,"[928.0, 44.0, 1091.0, 116.0]",unknown_structural,0.2,"[""unrecognized label 'header_image'""]",unknown_structural,0.2,,unknown_like,empty,False,True
8,2,figure_title,a,"[108.0, 160.0, 134.0, 188.0]",figure_inner_text,0.9,"[""panel label / figure inner text: a""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
8,3,figure_title,d,"[596.0, 154.0, 620.0, 186.0]",figure_inner_text,0.9,"[""panel label / figure inner text: d""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
8,4,image,,"[110.0, 160.0, 1072.0, 911.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
8,5,figure_title,b,"[113.0, 914.0, 137.0, 948.0]",figure_inner_text,0.9,"[""panel label / figure inner text: b""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
8,6,chart,,"[134.0, 918.0, 359.0, 1094.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
8,7,figure_title,C,"[340.0, 921.0, 363.0, 948.0]",figure_inner_text,0.9,"[""panel label / figure inner text: C""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
8,8,chart,,"[372.0, 922.0, 592.0, 1096.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
8,9,figure_title,e,"[586.0, 922.0, 610.0, 947.0]",figure_inner_text,0.9,"[""panel label / figure inner text: e""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
8,10,chart,,"[612.0, 915.0, 835.0, 1098.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
8,11,chart,,"[841.0, 918.0, 1062.0, 1095.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
8,12,figure_title,"Figure 5. BCH with wireless in situ ES promotes neural stem cell differentiation and BDNF/c-fos expression. a) Representative images showing Tuj1 (red, a neural biomarker of neuron-specific microtubul","[90.0, 1109.0, 1090.0, 1226.0]",figure_caption,0.92,"[""figure_title label: Figure 5. BCH with wireless in situ ES promotes neural stem ""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
8,13,text,"impulses from one axon to another. Myelination at the site of a nerve injury provides a protective barrier against axonal regeneration. Myelin basic protein (MBP), a special biomarker of myelination d","[89.0, 1266.0, 582.0, 1445.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,unknown_like,none,True,True
8,14,text,"nerves (Figure 4e). As shown in Figure 4h,i, the mean percentage
of MBP/NF200+ staining in the BCH-M group was much higher
than that in the SCI, BCH, BCH-L, or BCH-H groups, and the
mean percentage of","[599.0, 1267.0, 1093.0, 1444.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,body_like,none,True,True
8,15,footer,"Adv. Mater. 2024, 36, 2310483","[93.0, 1487.0, 271.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
8,16,number,2310483 (8 of 10),"[524.0, 1484.0, 658.0, 1508.0]",noise,0.9,"[""page number label""]",noise,0.9,reference_zone,reference_like,reference_numeric_dot,False,False
8,17,footer,© 2024 Wiley-VCH GmbH,"[931.0, 1487.0, 1090.0, 1506.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
8,18,aside_text,"15214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Conditio","[1155.0, 28.0, 1171.0, 1540.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,,unknown_like,none,False,False
9,0,header,"ADVANCED
SCIENCE NEWS
www.advancedsciencenews.com","[98.0, 45.0, 345.0, 117.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
9,1,header_image,,"[934.0, 45.0, 1096.0, 116.0]",unknown_structural,0.2,"[""unrecognized label 'header_image'""]",unknown_structural,0.2,,unknown_like,empty,False,True
9,2,text,"medium dose had a strong influence on strengthening remyelination. As shown in Figure S12 (Supporting Information), classic myelin-wrapped nerve fiber structures were observed in the nerve regeneratio","[95.0, 149.0, 587.0, 347.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,3,text,"To assess the differentiation of endogenous NSC differentiation at the injury sites eight weeks after surgery, IF co-staining of Tuj1 and GFAP was performed (Figure 5a). $ ^{[22]} $ Tuj1 is a neural b","[96.0, 346.0, 588.0, 1028.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
9,4,paragraph_title,3. Conclusions,"[98.0, 1054.0, 244.0, 1078.0]",section_heading,0.85,"[""paragraph_title label with numbering: 3. Conclusions""]",section_heading,0.85,tail_nonref_hold_zone,heading_like,heading_numbered,True,True
9,5,text,"In this study, we developed a WES strategy, in which a capacitive-coupling-responsive conductive hydrogel served simultaneously as a biodegradable regeneration scaffold and in situ wireless ES platfor","[96.0, 1092.0, 587.0, 1445.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
9,6,text,"fectively promote functional repair by enhancing remyelination,
accelerating axonal regeneration, facilitating the diﬀerentiation
of endogenous NSCs, and activating calcium downstream signal-
ing path","[606.0, 149.0, 1098.0, 283.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,7,paragraph_title,Supporting Information,"[608.0, 324.0, 840.0, 351.0]",backmatter_heading,0.5,"[""backmatter boundary candidate: Supporting Information""]",backmatter_boundary_candidate,0.5,,heading_like,none,True,True
9,8,text,Supporting Information is available from the Wiley Online Library or from the author.,"[607.0, 361.0, 1096.0, 401.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,9,paragraph_title,Acknowledgements,"[608.0, 443.0, 801.0, 469.0]",sub_subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level sub_subsection_heading: Acknowledgements""]",sub_subsection_heading,0.6,body_zone,heading_like,short_fragment,True,True
9,10,text,"P.W., C.X., and X.Z. contributed equally to this work. This work was supported by the National Natural Science Foundation of China (82202352, 82302405, 81771974, and 82271629).","[606.0, 481.0, 1097.0, 540.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,11,paragraph_title,Conflict of Interest,"[608.0, 582.0, 792.0, 608.0]",unknown_structural,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Conflict of Interest""]",subsection_heading,0.6,frontmatter_side_zone,support_like,none,False,True
9,12,text,The authors declare no conflict of interest.,"[608.0, 620.0, 894.0, 641.0]",frontmatter_noise,0.6,"[""default body_paragraph for text label"", ""frontmatter_side_zone excluded from body flow""]",frontmatter_noise,0.6,frontmatter_side_zone,support_like,none,False,False
9,13,paragraph_title,Data Availability Statement,"[609.0, 684.0, 872.0, 708.0]",subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Data Availability Statement""]",subsection_heading,0.6,body_zone,heading_like,none,True,True
9,14,text,The data that support the findings of this study are available from the corresponding author upon reasonable request.,"[606.0, 721.0, 1097.0, 761.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,15,paragraph_title,Keywords,"[608.0, 803.0, 707.0, 830.0]",sub_subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level sub_subsection_heading: Keywords""]",sub_subsection_heading,0.6,body_zone,heading_like,short_fragment,True,True
9,16,text,"biodegradable hydrogels, conductive hydrogels, neural regeneration, tissue engineering, wireless electrical stimulation","[607.0, 840.0, 1097.0, 881.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,17,text,"Received: October 9, 2023  
Revised: December 28, 2023  
Published online: January 14, 2024","[865.0, 902.0, 1097.0, 961.0]",backmatter_body,0.88,"[""default body_paragraph for text label"", ""late role resolution: editorial phrase cross-validates non-body classification"", ""zone=body_zone"", ""style_family=support_like""]",body_paragraph,0.6,body_zone,support_like,none,True,True
9,18,reference_content,"[1] a) L. Wang, L. Mao, F. Qi, X. Li, M. W. Ullah, M. Zhao, Z. Shi, G. Yang, Chem. Eng. J. 2021, 424, 130563; b) S. Song, K. W. Mcconnell, D. Amores, A. Levinson, H. Vogel, M. Quarta, T. A. Rando, P. ","[618.0, 1026.0, 1096.0, 1262.0]",reference_item,0.85,"[""reference content label: [1] a) L. Wang, L. Mao, F. Qi, X. Li, M. W. Ullah, M. Zhao, ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
9,19,reference_content,"[2] L. He, Z. Sun, J. Li, R. Zhu, B. Niu, K. L. Tam, Q. Xiao, J. Li, W. Wang, C. Y. Tsui, V. W. H. Lee, K.-F. So, Y. Xu, S. Ramakrishna, Q. Zhou, K. Chiu, Biomaterials 2021, 268, 120585.","[617.0, 1264.0, 1095.0, 1322.0]",reference_item,0.85,"[""reference content label: [2] L. He, Z. Sun, J. Li, R. Zhu, B. Niu, K. L. Tam, Q. Xiao""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
9,20,reference_content,"[3] Y. Zhao, Y. Liang, S. Ding, K. Zhang, H.-Q. Mao, Y. Yang, Biomaterials 2020, 255, 120164.","[617.0, 1324.0, 1097.0, 1361.0]",reference_item,0.85,"[""reference content label: [3] Y. Zhao, Y. Liang, S. Ding, K. Zhang, H.-Q. Mao, Y. Yang""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
9,21,reference_content,"[4] Y. Ping, C. Xu, L. Xu, G. Liao, Y. Zhou, C. Deng, Y. Lan, F. Yu, J. Shi, L. Wang, Y. Xiao, X. Li, Front. Bioeng. Biotechnol. 2020, 8, 709.","[619.0, 1363.0, 1095.0, 1401.0]",reference_item,0.85,"[""reference content label: [4] Y. Ping, C. Xu, L. Xu, G. Liao, Y. Zhou, C. Deng, Y. Lan""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
9,22,reference_content,"[5] S. Xie, J. Huang, A. T. Pereira, L. Xu, D. Luo, Z. Li, BMEMat 2023, 1, 12038.","[618.0, 1404.0, 1095.0, 1440.0]",reference_item,0.85,"[""reference content label: [5] S. Xie, J. Huang, A. T. Pereira, L. Xu, D. Luo, Z. Li, B""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
9,23,footer,"Adv. Mater. 2024, 36, 2310483","[99.0, 1487.0, 277.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
9,24,footer,2310483 (9 of 10),"[530.0, 1484.0, 664.0, 1507.0]",noise,0.9,"[""footer label""]",noise,0.9,reference_zone,reference_like,reference_numeric_dot,False,False
9,25,footer,© 2024 Wiley-VCH GmbH,"[938.0, 1487.0, 1096.0, 1506.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
9,26,aside_text,"15214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Conditio","[1155.0, 31.0, 1171.0, 1534.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,,unknown_like,none,False,False
10,0,header,"ADVANCED
SCIENCE NEWS
www.advancedsciencene","[92.0, 46.0, 281.0, 113.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
10,1,header_image,,"[929.0, 46.0, 1091.0, 115.0]",unknown_structural,0.2,"[""unrecognized label 'header_image'""]",unknown_structural,0.2,,unknown_like,empty,False,True
10,2,header,www.advancedsciencenews.com,"[92.0, 99.0, 340.0, 115.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
10,3,reference_content,"[6] a) Y. S. Choi, Y.-Y. Hsueh, J. Koo, Q. Yang, R. Avila, B. Hu, Z. Xie, G. Lee, Z. Ning, C. Liu, Y. Xu, Y. J. Lee, W. Zhao, J. Fang, Y. Deng, S. M. Lee, A. Vázquez-Guardado, I. Stepien, Y. Yan, J. W","[102.0, 152.0, 579.0, 289.0]",reference_item,0.85,"[""reference content label: [6] a) Y. S. Choi, Y.-Y. Hsueh, J. Koo, Q. Yang, R. Avila, B""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,4,reference_content,"[7] L. Wang, C. Lu, S. Yang, P. Sun, Y. Wang, Y. Guan, S. Liu, D. Cheng, H. Meng, Q. Wang, J. He, H. Hou, H. Li, W. Lu, Y. Zhao, J. Wang, Y. Zhu, Y. Li, D. Luo, T. Li, H. Chen, S. Wang, X. Sheng, W. X","[102.0, 291.0, 579.0, 369.0]",reference_item,0.85,"[""reference content label: [7] L. Wang, C. Lu, S. Yang, P. Sun, Y. Wang, Y. Guan, S. Li""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,5,reference_content,"[8] J. Koo, M. R. Macewan, S.-K. Kang, S. M. Won, M. Stephen, P. Gamble, Z. Xie, Y. Yan, Y.-Y. Chen, J. Shin, N. Birenbaum, S. Chung, S. B. Kim, J. Khalifeh, D. V. Harburg, K. Bean, M. Paskett, J. Kim","[102.0, 371.0, 579.0, 468.0]",reference_item,0.85,"[""reference content label: [8] J. Koo, M. R. Macewan, S.-K. Kang, S. M. Won, M. Stephen""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,6,reference_content,"[9] Y. Zhang, S. Chen, Z. Xiao, X. Liu, C. Wu, K. Wu, A. Liu, D. Wei, J. Sun, L. Zhou, H. Fan, Adv. Healthcare Mater. 2021, 10, 2100695.","[101.0, 470.0, 578.0, 509.0]",reference_item,0.85,"[""reference content label: [9] Y. Zhang, S. Chen, Z. Xiao, X. Liu, C. Wu, K. Wu, A. Liu""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,7,reference_content,"[10] T. Kim, H. J. Kim, W. Choi, Y. M. Lee, J. H. Pyo, J. Lee, J. Kim, J. Kim, J.-H. Kim, C. Kim, W. J. Kim, Nat. Biomed. Eng. 2023, 7, 149.","[94.0, 510.0, 578.0, 549.0]",reference_item,0.85,"[""reference content label: [10] T. Kim, H. J. Kim, W. Choi, Y. M. Lee, J. H. Pyo, J. Le""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,8,reference_content,"[11] C. Xu, Y. Chang, P. Wu, K. Liu, X. Dong, A. Nie, C. Mu, Z. Liu, H. Dai, Z. Luo, Adv. Funct. Mater. 2021, 31, 2104440.","[95.0, 550.0, 578.0, 588.0]",reference_item,0.85,"[""reference content label: [11] C. Xu, Y. Chang, P. Wu, K. Liu, X. Dong, A. Nie, C. Mu,""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,9,reference_content,"[12] a) Q. Zhang, Y. Qiao, C. Li, J. Lin, H. Han, X. Li, J. Mao, F. Wang, L. Wang, Carbohydr. Polym. 2021, 268, 118246; b) N.-C. Cheng, W.-J. Lin, T.-Y. Ling, T.-H. Young, Acta Biomater. 2017, 51, 258","[94.0, 590.0, 579.0, 648.0]",reference_item,0.85,"[""reference content label: [12] a) Q. Zhang, Y. Qiao, C. Li, J. Lin, H. Han, X. Li, J. ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,10,reference_content,"[13] T. Yang, C. Xu, C. Liu, Y. Ye, Z. Sun, B. Wang, Z. Luo, Chem. Eng. J. 2022, 429, 132430.","[94.0, 651.0, 579.0, 688.0]",reference_item,0.85,"[""reference content label: [13] T. Yang, C. Xu, C. Liu, Y. Ye, Z. Sun, B. Wang, Z. Luo,""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,11,reference_content,"[14] C. Xu, Y. Xu, M. Yang, Y. Chang, A. Nie, Z. Liu, J. Wang, Z. Luo, Adv. Funct. Mater. 2020, 30, 2000177.","[604.0, 151.0, 1089.0, 189.0]",reference_item,0.85,"[""reference content label: [14] C. Xu, Y. Xu, M. Yang, Y. Chang, A. Nie, Z. Liu, J. Wan""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,12,reference_content,"[15] M. Luo, T. Fan, Y. Zhou, H. Zhang, L. Mei, Adv. Funct. Mater. 2019, 29, 1808306.","[606.0, 191.0, 1089.0, 228.0]",reference_item,0.85,"[""reference content label: [15] M. Luo, T. Fan, Y. Zhou, H. Zhang, L. Mei, Adv. Funct. ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,13,reference_content,"[16] L. J. Zou, Q. Zhu, C. W. Van Neste, A. P. Hu, IEEE J. Emerging Sel. Top. Power Electron 2021, 9, 2295.","[606.0, 231.0, 1089.0, 269.0]",reference_item,0.85,"[""reference content label: [16] L. J. Zou, Q. Zhu, C. W. Van Neste, A. P. Hu, IEEE J. E""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,14,reference_content,"[17] Y. Qian, W.-E. Yuan, Y. Cheng, Y. Yang, X. Qu, C. Fan, Nano Lett. 2019, 19, 8990.","[606.0, 271.0, 1089.0, 308.0]",reference_item,0.85,"[""reference content label: [17] Y. Qian, W.-E. Yuan, Y. Cheng, Y. Yang, X. Qu, C. Fan, ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,15,reference_content,"[18] a) F. Qi, Y. Wang, T. Ma, S. Zhu, W. Zeng, X. Hu, Z. Liu, J. Huang, Z. Luo, Biomaterials 2013, 34, 1799; b) J. Huang, X. Hu, L. Lu, Z. Ye, Q. Zhang, Z. Luo, J. Biomed. Mater. Res., Part A 2010, 9","[605.0, 312.0, 1089.0, 427.0]",reference_item,0.85,"[""reference content label: [18] a) F. Qi, Y. Wang, T. Ma, S. Zhu, W. Zeng, X. Hu, Z. Li""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,16,reference_content,"[19] L. Li, Y. Zhang, J. Mu, J. Chen, C. Zhang, H. Cao, J. Gao, Nano Lett. 2020, 20, 4298.","[605.0, 430.0, 1089.0, 467.0]",reference_item,0.85,"[""reference content label: [19] L. Li, Y. Zhang, J. Mu, J. Chen, C. Zhang, H. Cao, J. G""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,17,reference_content,"[20] Y. Bi, W. Duan, J. Chen, T. You, S. Li, W. Jiang, M. Li, G. Wang, X. Pan, J. Wu, D. Liu, J. Li, Y. Wang, Adv. Funct. Mater. 2021, 31, 2102912.","[605.0, 471.0, 1090.0, 509.0]",reference_item,0.85,"[""reference content label: [20] Y. Bi, W. Duan, J. Chen, T. You, S. Li, W. Jiang, M. Li""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,18,reference_content,"[21] W. Tai, W. Wu, L.-L. Wang, H. Ni, C. Chen, J. Yang, T. Zang, Y. Zou, X.-M. Xu, C.-L. Zhang, Cell Stem Cell 2021, 28, 923.","[604.0, 510.0, 1090.0, 548.0]",reference_item,0.85,"[""reference content label: [21] W. Tai, W. Wu, L.-L. Wang, H. Ni, C. Chen, J. Yang, T. ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,19,reference_content,"[22] a) C. Wang, M. Wang, K. Xia, J. Wang, F. Cheng, K. Shi, L. Ying, C. Yu, H. Xu, S. Xiao, C. Liang, F. Li, B. Lei, Q. Chen, Bioact. Mater. 2021, 6, 2523; b) X. Li, Y. Zhao, S. Cheng, S. Han, M. Shu","[605.0, 551.0, 1090.0, 646.0]",reference_item,0.85,"[""reference content label: [22] a) C. Wang, M. Wang, K. Xia, J. Wang, F. Cheng, K. Shi,""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,20,reference_content,"[23] X. Zhang, T. Wang, Z. Zhang, H. Liu, L. Li, A. Wang, J. Ouyang, T. Xie, L. Zhang, J. Xue, W. Tao, Mater. Today 2023, 68, 177.","[603.0, 650.0, 1090.0, 689.0]",reference_item,0.85,"[""reference content label: [23] X. Zhang, T. Wang, Z. Zhang, H. Liu, L. Li, A. Wang, J.""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_bracket,True,True
10,21,footer,"Adv. Mater. 2024, 36, 2310483","[94.0, 1488.0, 270.0, 1504.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
10,22,number,2310483 (10 of 10),"[521.0, 1485.0, 662.0, 1507.0]",noise,0.9,"[""page number label""]",noise,0.9,reference_zone,reference_like,reference_numeric_dot,False,False
10,23,footer,© 2024 Wiley-VCH GmbH,"[932.0, 1488.0, 1089.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
10,24,aside_text,"5214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Condition","[1156.0, 35.0, 1171.0, 1538.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,,unknown_like,none,False,False
